,adverb,cluster,sentence,entropy
1682,tentatively,0,"Tentatively,I'd say she died from hypoxia,",4.5387324121293204e-07
1683,tentatively,2,"Tentatively, they greet one another.",1.0172324437007774e-05
1684,terminally,0,Terminally ill patients never listen. Why should they?,1.0844910747209724e-08
1685,terribly,0,THEY'RE STILL SUFFERING TERRIBLY FROM SHOCK.,6.67988060740754e-05
1686,terribly,1,"Terribly. But, I don't think he was a murderer .. because .. Well, I just don't.",1.2154284245724511e-09
1687,terrifically,0,Terrifically gift baskets. This is Carol.,1.558795133860258e-06
1688,theatrically,0,[Laughs theatrically like a demon] Doubt it.,2.5443925857543945
1689,theatrically,1,"In this particular case, it means that people won't be able to see the film... Theatrically, in many provinces of the country.",1.748857947347915e-08
1690,thematically,0,"Thematically, this location is very important, boss.",8.030312415030494e-08
1691,theoretically,0,"Theoretically, the trail goes up to the river. We have the forest which starts here.",2.973420398788562e-09
1692,therapeutically,0,"""Marijuana, in its natural form, is one of the safest ""therapeutically active substances known to man.",2.055140591039617e-08
1693,thickly,2,"Well, it was shocking, but we just held out some little hope. But when we saw the spots of blood on the tent, we knew as we looked that this was a very quick event. And this morning, when we saw the sharp, ripped, jagged marks on that very thickly-woven blanket, that this was a powerful beast with very sharp teeth.",1.5777239070757787e-08
1694,thinly,1,"Now remember, it took me three breakups, seven ultimatums... and God knows how many not-so-thinly-veiled threats... before Larry coughed up this ring.",8.485459446205823e-09
1695,thinly,2,"""Thinly slice one end off each Twinkie.",8.079530380200595e-05
1696,thinly,4,"With our forces stretched so thinly, I'm gonna enlist the help of the freedom fighters led by Cham Syndulla.",0.0032315023709088564
1697,thirdly,0,"- l ask you-- - Thirdly-- Your Honor, please!",2.3991706399328905e-09
1698,thoughtlessly,0,"When speaking of blasting way out... she thoughtlessly used word ""nitroglycerin""... when humble selfhad not revealed nature of explosives in container",1.0865163803100586
1699,threateningly,0,- And if you continue to behave threateningly--,0.002277226187288761
1700,thusly,0,"In my brooding youth, Bronte encapsulated my viewpoint thusly: ""The trouble is not that",0.036357611417770386
1701,thusly,1,"Thusly, money is kept in circulation.",2.5399899961087158e-09
1702,tightly,0,They lock together in tightly-packed huddles as they struggle to keep warm.,0.5139356255531311
1703,tightly,1,All of them Tightly No lights please I want pitch black,2.7287755074212328e-05
1704,tightly,2,"# Tightly undone, know what they're showing",1.9578352294047363e-05
1705,tightly,4,"Well, do the words ""tightly"" and ""wound"" mean anything to you?",1.144926571328142e-07
1706,tightly,9,He couldn't go out to play until I could bounce a coin off his tightly made bed.,2.285576820373535
1707,timely,0,My contract with the state included a million-dollartimely completion bonus.,8.77560282219747e-08
1708,timely,1,Geert Schoonhoven delighted his fellow Pilgrims with his timely songs.,2.109416961669922
1709,timely,3,"And the way to read the map can be found where the ""timely shadow"" crosses in front of the Liberty Bell.",4.948471178067848e-05
1710,tirelessly,0,"Tirelessly, he travels to the 4 corners of earth.",6.772815595468273e-06
1711,tirelessly,1,"Tirelessly, the men worked to cut the ice away from the ship.",4.0087684283207636e-08
1712,tolerantly,0,How can you talk so tolerantly about Parrish?,3.0805282592773438
1713,topically,0,Topically as a local anesthetic.,0.000362375722033903
1714,toppingly,0,"! If by ""skanky"", you mean ""heart-stoppingly gorgeous"", then yes.",5.444550366107137e-10
1715,totally,0,"- Oh yeah, he was cool. Totally cool.",1.681645045437108e-07
1716,touchingly,0,"This partner of yours... your friend, who has so touchingly been there for the past 15 years... decides to go to war with me and doesn't tell you?",1.6912076473236084
1717,traditionally,0,"Traditionally, there's three rounds - daywear, evening wear and swim-wear.",1.3881167326701416e-09
1718,tragically,0,"The helpless, tragically dependent, special needs victim.",1.537439227104187
1719,tragically,2,"Tragically, employees in the towers were advised to return to their offices",2.769954710046818e-09
1720,transparently,0,"Who draws up the borders, controls the currency handles all of the decisions that happen transparently around us?",2.6059842109680176
1721,transversely,0,Join the top and bottom transversely.,1.5117400884628296
1722,treacherously,0,It's being run by fear... fear that would make a man sacrifice his own son... in order to treacherously poison his friends.,0.003152493853121996
1723,treacherously,2,"- You saw how treacherously they act. - Oh, yes.",0.003966101445257664
1724,tremendously,2,"-...for the part. Tremendously talented. -Yeah, right.",1.6546999859201605e-07
1725,trippingly,0,"""trippingly on the tongue; but if you mouth it, as many of your players do...",9.753168228598952e-08
1726,triumphantly,2,(SHRIEKS TRIUMPHANTLY) In yer face! The wife did have time to run down here from home!,6.383768322848482e-07
1727,truly,0,"Truly, Moses, you are a prophet of God!",3.4267600312887225e-08
1728,truly,1,And they gave yourtruly temporary access.,2.7096209720411935e-08
1729,trustingly,0,Trustingly invested in the... To be specific,0.00015635558520443738
1730,typically,0,"Typically, the way to cure the victim is to kill the original.",9.347366214385033e-10
1731,ultimately,0,"Ultimately, this process includes assigning accountability for the murder and the mutilation of an innocent 25-year-old young lady.",4.386005780787627e-09
1732,unabashedly,0,"Lobbying had been considered kind of a sleazy business, but Roger Stone unabashedly came out and said,",0.004155726172029972
1733,unanimously,0,"Unanimously, Miss Flour 1989 is",1.7549109543324448e-07
1734,undoubtedly,0,"Undoubtedly, they were cheating you.",1.7454639955616358e-09
1735,unendingly,0,"Unendingly have you beseeched me, show myself.",0.0008188331266865134
1736,unerringly,0,Unerringly hit the designated area!,5.584341806752491e-07
1737,unexpectedly,0,"Unexpectedly, Bent Sejrø has resigned as minister of finance.",4.440136258665461e-09
1738,unfailingly,0,And everything looks in order from the outside ...unfailingly,3.624320470407838e-06
1739,uniformly,0,"That was their mandate,and suffice to say,we are, as of this moment,uh,uniformly thrilled with our pick.",1.5890215081526549e-06
1740,uniformly,1,"That kind of motion is called ""uniformly accelerated motion"".",6.29843981414524e-08
1741,uniquely,0,"Uniquely endowed with intelligence, rowdiness, sex appeal, energy,",9.53114387414189e-09
1742,universally,0,"OK. in position number four, Universally Challenged.",1.4115778768086784e-08
1743,unrelentingly,0,"My dear Emma, you are unrelentingly standing under an apple tree, wishing to smell the scent of orange blossoms.",0.0020103526767343283
1744,unsuspectingly,0,"Do you know the story of the American who gets married, quite unsuspectingly, thinking his wife's white, but it turns out she's black.",0.0016022628406062722
1745,unthinkingly,0,"Irrationality is woven into the fabric of modern life, we unthinkingly indulge unscientific delusion",0.013892846181988716
1746,upwardly,0,"Upwardly mobile lieutenant, always hungry for the next promotion.",1.7625399095777539e-07
1747,uselessly,0,I have made him worry uselessly.,1.265330195426941
1748,usually,0,"Usually, I don't like doing interviews but I find you very interesting.",5.307887462890903e-09
1749,utterly,0,It was purebred. Utterly controlled.,1.018375428429863e-08
1750,vacantly,0,"I'm just staring vacantly into space. While a distant voice in the back of my head goes,",0.18059459328651428
1751,vaguely,0,"First,boris alters hisvaguely medical research plans when he gets his blood results.",1.1754028150789964e-07
1752,vainly,0,"Vainly attempted to sway, as he once did the destinies of a nation that had ceased to listen to him ceased to trust him.",1.7354267356495257e-06
1753,vainly,2,Forty days now we have waited vainly,0.22528526186943054
1754,valiantly,0,"Valiantly, French and British soldiers tried to slow the German advance.",8.566734521764374e-08
1755,valiantly,1,"Alongside the wind, alongside the wind, our voice already rises which valiantly proclaims: Boy am I seasick!",0.6823198795318604
1756,valorously,0,"We'll continue to fight as valorously as before, and leave it to the State Duma...",0.5477526783943176
1757,variously,0,"Is this the same William Brocius who is wanted variously on eight counts of murder in Kansas City, Missouri, Abilene, Texas, Gallup, New Mexico between the years 1878 and 1881?",1.9241631031036377
1758,variously,2,Then why do I have three different statements... from three of your deckhands... stating variously that they all saw you and you were anywhere but in your rack?,2.5657153129577637
1759,vastly,0,"- What do you mean ""vastly wealthy""?",1.1102721231281976e-07
1760,vastly,1,"Vastly different field of operation, but, yes, they're all the same breed.",3.9331030876610384e-08
1761,vastly,2,"Vastly, and the city, my home, is suffering because of it.",2.3080261257746315e-07
1762,vehemently,0,"In a peppery mood, Lina Przybilla from Czernowitz, sole legitimate daughter of Stanislaus Przybilla, after the premature births of two half-developed babies, both of whom were to have been called Lina, Miss Przybilla flung down the journals vehemently.",4.855015944826846e-08
1763,verbally,0,"- NO, BUT HE DID VERBALLY ASSAULT HER.",4.095536709769476e-08
1764,verily,0,"Verily, is it a spring night?",7.725782680267912e-09
1765,vertically,0,I'm just sorry me being vertically challenged makes you uncomfortable.,1.7355901002883911
1766,vertically,1,"Vertically, you know, a jump.",5.768302457909158e-07
1767,vertically,3,You just accused the world's largest vertically integrated conglomerate of selling poison.,1.3874709606170654
1768,vertically,4,"Au contraire, my vertically challenged friend.",0.7378805875778198
1769,vicariously,0,"Vicariously coaching other people, watching them get rich, like this nutcase here, and I couldn't stand it anymore.",3.7066612001979138e-09
1770,viciously,0,"Viciously attacked my son breaking his legs, arms, and the poor boy's skull.",2.9603830853375257e-07
1771,viciously,1,"Long ago, I was viciously attacked by the coward Lyze of Kiel for defending that truth.",0.2155744582414627
1772,viciously,2,We're talking about viciously competitive people.,0.5144274234771729
1773,victoriously,0,"And France, with its great army... of land warfare. France ended the last war victoriously in the trenches... so the natural tendency... was to build bigger and better trenches... culminating in that super-colossaI trench... the trench deluxe, the Maginot Line.",0.003953995648771524
1774,vigorously,0,"Vigorously pumping their tails, they work up some speed and then, they hydroplane.",7.009442271055377e-08
1775,vigorously,1,The plants will grow less vigorously and the pace of summer will slow.,0.11620262265205383
1776,vigorously,2,"Follow her lead, anticipate her desires then fulfill them. Vigorously.",1.5086945381881378e-07
1777,vilely,0,"if low, an agate very vilely cut;",0.6753386855125427
1778,violently,0,NOISE OF A DOOR CLOSING VIOLENTLY,6.04760498390533e-05
1779,violently,1,"And rape her, after 10 years of marriage? Violently rape her? I don't know.",7.959053860417953e-09
1780,violently,2,The calm orderliness of the scene contrasts violently with the ghastly pictures which shocked the country when they were shown in British newsreels.,1.3833001852035522
1781,violently,3,"""A bad plan violently executed today... is better than a great plan tomorrow.""",1.5964096784591675
1782,violently,4,Our climate is changing violently.,0.7204455137252808
1783,violently,5,VIOLENTLY OUTRAGED. - THERE WAS A HUGE MOB OF PEOPLE GATHERED OUTSIDE THE HOUSE. HANSON HAD A GROUP OF HIS FRIENDS INSIDE,3.860897379581729e-08
1784,violently,8,"I thought it was one of Mac's Project Badasstapes, so I pop it in the VCR to watch it, I see what it is, I become violently ill, okay?",1.0796104669570923
